Article.ID;geography;response;depth;scope;speed;settlement;actor;adaptation
6715011;South Island States;Technological/infrastructural;medium;high;low;unclear;Government (national);Implementing
6715011;Africa;Technological/infrastructural;medium;high;low;unclear;Government (national);Implementing
6715011;Australasia;Technological/infrastructural;medium;high;low;unclear;Government (national);Implementing
6715011;Asia;Ecosystem-based;medium;high;low;unclear;Government (national);Planning
6715011;South Island States;Ecosystem-based;medium;high;low;unclear;Government (national);Planning
6715011;Africa;Ecosystem-based;medium;high;low;unclear;Government (national);Planning
6715011;Australasia;Ecosystem-based;medium;high;low;unclear;Government (national);Planning
6715011;Asia;Ecosystem-based;medium;high;low;unclear;Government (national);Awareness raising
6715011;South Island States;Ecosystem-based;medium;high;low;unclear;Government (national);Awareness raising
6715011;Africa;Ecosystem-based;medium;high;low;unclear;Government (national);Awareness raising
6715011;Australasia;Ecosystem-based;medium;high;low;unclear;Government (national);Awareness raising
6715011;Asia;Ecosystem-based;medium;high;low;unclear;Government (national);Implementing
6715011;South Island States;Ecosystem-based;medium;high;low;unclear;Government (national);Implementing
6715011;Africa;Ecosystem-based;medium;high;low;unclear;Government (national);Implementing
6715011;Australasia;Ecosystem-based;medium;high;low;unclear;Government (national);Implementing
6715011;Asia;Institutional;medium;high;low;unclear;Government (national);Planning
6715011;South Island States;Institutional;medium;high;low;unclear;Government (national);Planning
6715011;Africa;Institutional;medium;high;low;unclear;Government (national);Planning
6715011;Australasia;Institutional;medium;high;low;unclear;Government (national);Planning
6715011;Asia;Institutional;medium;high;low;unclear;Government (national);Awareness raising
6715011;South Island States;Institutional;medium;high;low;unclear;Government (national);Awareness raising
6715011;Africa;Institutional;medium;high;low;unclear;Government (national);Awareness raising
6715011;Australasia;Institutional;medium;high;low;unclear;Government (national);Awareness raising
6715011;Asia;Institutional;medium;high;low;unclear;Government (national);Implementing
6715011;South Island States;Institutional;medium;high;low;unclear;Government (national);Implementing
6715011;Africa;Institutional;medium;high;low;unclear;Government (national);Implementing
6715011;Australasia;Institutional;medium;high;low;unclear;Government (national);Implementing
6715012;Asia;Behavioural/cultural;low;low;low;rural;Individuals or households;Implementing
6715012;Asia;Behavioural/cultural;low;low;low;rural;Individuals or households;Planning
6715012;Asia;Behavioural/cultural;low;low;low;rural;Individuals or households;Financing of measures
6715012;Asia;Institutional;low;low;low;rural;Individuals or households;Implementing
6715012;Asia;Institutional;low;low;low;rural;Individuals or households;Planning
6715012;Asia;Institutional;low;low;low;rural;Individuals or households;Financing of measures
6715012;Asia;Technological/infrastructural;low;low;low;rural;Individuals or households;Implementing
6715012;Asia;Technological/infrastructural;low;low;low;rural;Individuals or households;Planning
6715012;Asia;Technological/infrastructural;low;low;low;rural;Individuals or households;Financing of measures
6715013;North America;Behavioural/cultural;low;low;high;ambiguous;Individuals or households;Implementing
6715013;North America;Behavioural/cultural;low;low;high;ambiguous;Individuals or households;Financing of measures
6715013;North America;Technological/infrastructural;low;low;high;ambiguous;Individuals or households;Implementing
6715013;North America;Technological/infrastructural;low;low;high;ambiguous;Individuals or households;Financing of measures
6715014;Asia;Behavioural/cultural;low;medium;low;rural;Individuals or households;Implementing
6715014;Asia;Ecosystem-based;low;medium;low;rural;Individuals or households;Implementing
6715016;Asia;Ecosystem-based;low;low;low;rural;Individuals or households;Implementing
6715016;Asia;Ecosystem-based;low;low;low;rural;Individuals or households;Financing of measures
6715016;Asia;Ecosystem-based;low;low;low;rural;Individuals or households;Planning
6715016;Asia;Behavioural/cultural;low;low;low;rural;Individuals or households;Implementing
6715016;Asia;Behavioural/cultural;low;low;low;rural;Individuals or households;Financing of measures
6715016;Asia;Behavioural/cultural;low;low;low;rural;Individuals or households;Planning
6715016;Asia;Institutional;low;low;low;rural;Individuals or households;Implementing
6715016;Asia;Institutional;low;low;low;rural;Individuals or households;Financing of measures
6715016;Asia;Institutional;low;low;low;rural;Individuals or households;Planning
6715017;Africa;Technological/infrastructural;low;low;low;urban;Government (local);Assessing
6715017;Africa;Technological/infrastructural;low;low;low;urban;Government (local);Planning
6715017;Africa;Technological/infrastructural;low;low;low;urban;Government (local);Implementing
6715017;Africa;Behavioural/cultural;low;low;low;urban;Government (local);Assessing
6715017;Africa;Behavioural/cultural;low;low;low;urban;Government (local);Planning
6715017;Africa;Behavioural/cultural;low;low;low;urban;Government (local);Implementing
6715017;Africa;Institutional;low;low;low;urban;Government (local);Assessing
6715017;Africa;Institutional;low;low;low;urban;Government (local);Planning
6715017;Africa;Institutional;low;low;low;urban;Government (local);Implementing
6715017;Africa;Technological/infrastructural;low;low;low;urban;Individuals or households;Implementing
6715017;Africa;Behavioural/cultural;low;low;low;urban;Individuals or households;Implementing
6715017;Africa;Institutional;low;low;low;urban;Individuals or households;Implementing
6715019;Asia;Ecosystem-based;medium;medium;uncertain;urban;Civil society (sub-national or local);Financing of measures
6715019;Asia;Ecosystem-based;medium;medium;uncertain;urban;Civil society (sub-national or local);Awareness raising
6715019;Asia;Technological/infrastructural;medium;medium;uncertain;urban;Civil society (sub-national or local);Financing of measures
6715019;Asia;Technological/infrastructural;medium;medium;uncertain;urban;Civil society (sub-national or local);Awareness raising
6715019;Asia;Institutional;medium;medium;uncertain;urban;Civil society (sub-national or local);Financing of measures
6715019;Asia;Institutional;medium;medium;uncertain;urban;Civil society (sub-national or local);Awareness raising
6715019;Asia;Behavioural/cultural;medium;medium;uncertain;urban;Civil society (sub-national or local);Financing of measures
6715019;Asia;Behavioural/cultural;medium;medium;uncertain;urban;Civil society (sub-national or local);Awareness raising
6715019;Asia;Ecosystem-based;medium;medium;uncertain;urban;Government (local);Awareness raising
6715019;Asia;Ecosystem-based;medium;medium;uncertain;urban;Government (local);Planning
6715019;Asia;Technological/infrastructural;medium;medium;uncertain;urban;Government (local);Awareness raising
6715019;Asia;Technological/infrastructural;medium;medium;uncertain;urban;Government (local);Planning
6715019;Asia;Institutional;medium;medium;uncertain;urban;Government (local);Awareness raising
6715019;Asia;Institutional;medium;medium;uncertain;urban;Government (local);Planning
6715019;Asia;Behavioural/cultural;medium;medium;uncertain;urban;Government (local);Awareness raising
6715019;Asia;Behavioural/cultural;medium;medium;uncertain;urban;Government (local);Planning
6715019;Asia;Ecosystem-based;medium;medium;uncertain;urban;Individuals or households;Implementing
6715019;Asia;Technological/infrastructural;medium;medium;uncertain;urban;Individuals or households;Implementing
6715019;Asia;Institutional;medium;medium;uncertain;urban;Individuals or households;Implementing
6715019;Asia;Behavioural/cultural;medium;medium;uncertain;urban;Individuals or households;Implementing
6715020;Africa;Ecosystem-based;low;medium;high;urban;Government (local);Awareness raising
6715020;Africa;Ecosystem-based;low;medium;high;urban;Government (local);Planning
6715020;Africa;Ecosystem-based;low;medium;high;urban;Government (local);Implementing
6715020;Africa;Ecosystem-based;low;medium;high;urban;Government (local);Coordinating interaction
6715020;Africa;Technological/infrastructural;low;medium;high;urban;Government (local);Awareness raising
6715020;Africa;Technological/infrastructural;low;medium;high;urban;Government (local);Planning
6715020;Africa;Technological/infrastructural;low;medium;high;urban;Government (local);Implementing
6715020;Africa;Technological/infrastructural;low;medium;high;urban;Government (local);Coordinating interaction
6715020;Africa;Institutional;low;medium;high;urban;Government (local);Awareness raising
6715020;Africa;Institutional;low;medium;high;urban;Government (local);Planning
6715020;Africa;Institutional;low;medium;high;urban;Government (local);Implementing
6715020;Africa;Institutional;low;medium;high;urban;Government (local);Coordinating interaction
6715020;Africa;Behavioural/cultural;low;medium;high;urban;Government (local);Awareness raising
6715020;Africa;Behavioural/cultural;low;medium;high;urban;Government (local);Planning
6715020;Africa;Behavioural/cultural;low;medium;high;urban;Government (local);Implementing
6715020;Africa;Behavioural/cultural;low;medium;high;urban;Government (local);Coordinating interaction
6715020;Africa;Ecosystem-based;low;medium;high;urban;Civil society (sub-national or local);Implementing
6715020;Africa;Technological/infrastructural;low;medium;high;urban;Civil society (sub-national or local);Implementing
6715020;Africa;Institutional;low;medium;high;urban;Civil society (sub-national or local);Implementing
6715020;Africa;Behavioural/cultural;low;medium;high;urban;Civil society (sub-national or local);Implementing
6715020;Africa;Ecosystem-based;low;medium;high;urban;Government (national);Planning
6715020;Africa;Technological/infrastructural;low;medium;high;urban;Government (national);Planning
6715020;Africa;Institutional;low;medium;high;urban;Government (national);Planning
6715020;Africa;Behavioural/cultural;low;medium;high;urban;Government (national);Planning
6715020;Africa;Ecosystem-based;low;medium;high;urban;Individuals or households;Implementing
6715020;Africa;Technological/infrastructural;low;medium;high;urban;Individuals or households;Implementing
6715020;Africa;Institutional;low;medium;high;urban;Individuals or households;Implementing
6715020;Africa;Behavioural/cultural;low;medium;high;urban;Individuals or households;Implementing
6715020;Africa;Ecosystem-based;low;medium;high;urban;Private sector (SME);Financing of measures
6715020;Africa;Technological/infrastructural;low;medium;high;urban;Private sector (SME);Financing of measures
6715020;Africa;Institutional;low;medium;high;urban;Private sector (SME);Financing of measures
6715020;Africa;Behavioural/cultural;low;medium;high;urban;Private sector (SME);Financing of measures
6715023;North America;Institutional;low;low;low;rural;Individuals or households;Implementing
6715023;North America;Behavioural/cultural;low;low;low;rural;Individuals or households;Implementing
6715024;Asia;Institutional;low;high;low;ambiguous;Government (national);Financing of measures
6715024;Asia;Technological/infrastructural;low;high;low;ambiguous;Government (national);Financing of measures
6715024;Asia;Ecosystem-based;low;high;low;ambiguous;Government (national);Financing of measures
6715024;Asia;Behavioural/cultural;low;high;low;ambiguous;Government (national);Financing of measures
6715026;Australasia;Technological/infrastructural;medium;medium;low;ambiguous;Private sector (SME);Planning
6715026;Australasia;Technological/infrastructural;medium;medium;low;ambiguous;Private sector (SME);Implementing
6715026;Australasia;Technological/infrastructural;medium;medium;low;ambiguous;Private sector (SME);Financing of measures
6715026;Australasia;Behavioural/cultural;medium;medium;low;ambiguous;Private sector (SME);Planning
6715026;Australasia;Behavioural/cultural;medium;medium;low;ambiguous;Private sector (SME);Implementing
6715026;Australasia;Behavioural/cultural;medium;medium;low;ambiguous;Private sector (SME);Financing of measures
6715026;Australasia;Institutional;medium;medium;low;ambiguous;Private sector (SME);Planning
6715026;Australasia;Institutional;medium;medium;low;ambiguous;Private sector (SME);Implementing
6715026;Australasia;Institutional;medium;medium;low;ambiguous;Private sector (SME);Financing of measures
6715027;Africa;Behavioural/cultural;medium;high;low;rural;Individuals or households;Implementing
6715028;Asia;Ecosystem-based;medium;medium;low;rural;Government (local);Financing of measures
6715028;Africa;Ecosystem-based;medium;medium;low;rural;Government (local);Financing of measures
6715028;Asia;Behavioural/cultural;medium;medium;low;rural;Government (local);Financing of measures
6715028;Africa;Behavioural/cultural;medium;medium;low;rural;Government (local);Financing of measures
6715028;Asia;Institutional;medium;medium;low;rural;Government (local);Financing of measures
6715028;Africa;Institutional;medium;medium;low;rural;Government (local);Financing of measures
6715028;Asia;Technological/infrastructural;medium;medium;low;rural;Government (local);Financing of measures
6715028;Africa;Technological/infrastructural;medium;medium;low;rural;Government (local);Financing of measures
6715028;Asia;Ecosystem-based;medium;medium;low;rural;Individuals or households;Implementing
6715028;Africa;Ecosystem-based;medium;medium;low;rural;Individuals or households;Implementing
6715028;Asia;Behavioural/cultural;medium;medium;low;rural;Individuals or households;Implementing
6715028;Africa;Behavioural/cultural;medium;medium;low;rural;Individuals or households;Implementing
6715028;Asia;Institutional;medium;medium;low;rural;Individuals or households;Implementing
6715028;Africa;Institutional;medium;medium;low;rural;Individuals or households;Implementing
6715028;Asia;Technological/infrastructural;medium;medium;low;rural;Individuals or households;Implementing
6715028;Africa;Technological/infrastructural;medium;medium;low;rural;Individuals or households;Implementing
6715030;Africa;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6715030;Africa;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6715030;Africa;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Implementing
6715032;Africa;Institutional;low;medium;low;rural;Civil society (sub-national or local);Implementing
6715032;Africa;Institutional;low;medium;low;rural;Civil society (sub-national or local);Coordinating interaction
6715032;Africa;Ecosystem-based;low;medium;low;rural;Civil society (sub-national or local);Implementing
6715032;Africa;Ecosystem-based;low;medium;low;rural;Civil society (sub-national or local);Coordinating interaction
6715032;Africa;Technological/infrastructural;low;medium;low;rural;Civil society (sub-national or local);Implementing
6715032;Africa;Technological/infrastructural;low;medium;low;rural;Civil society (sub-national or local);Coordinating interaction
6715032;Africa;Behavioural/cultural;low;medium;low;rural;Civil society (sub-national or local);Implementing
6715032;Africa;Behavioural/cultural;low;medium;low;rural;Civil society (sub-national or local);Coordinating interaction
6715036;Asia;Behavioural/cultural;low;low;uncertain;rural;Civil society (international/multinational/national);Implementing
6715036;Asia;Technological/infrastructural;low;low;uncertain;rural;Civil society (international/multinational/national);Implementing
6715036;Asia;Institutional;low;low;uncertain;rural;Civil society (international/multinational/national);Implementing
6715036;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6715036;Asia;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6715036;Asia;Institutional;low;low;uncertain;rural;Individuals or households;Implementing
6715036;Asia;Behavioural/cultural;low;low;uncertain;rural;Private sector (corporations);Implementing
6715036;Asia;Technological/infrastructural;low;low;uncertain;rural;Private sector (corporations);Implementing
6715036;Asia;Institutional;low;low;uncertain;rural;Private sector (corporations);Implementing
6715037;South Island States;Behavioural/cultural;low;low;uncertain;rural;Other;Awareness raising
6715037;South Island States;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6715037;South Island States;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Awareness raising
6715040;North America;Behavioural/cultural;medium;low;low;rural;Individuals or households;Implementing
6715040;South Island States;Behavioural/cultural;medium;low;low;rural;Individuals or households;Implementing
6715040;Australasia;Behavioural/cultural;medium;low;low;rural;Individuals or households;Implementing
6715040;North America;Behavioural/cultural;medium;low;low;rural;Individuals or households;Financing of measures
6715040;South Island States;Behavioural/cultural;medium;low;low;rural;Individuals or households;Financing of measures
6715040;Australasia;Behavioural/cultural;medium;low;low;rural;Individuals or households;Financing of measures
6715040;North America;Ecosystem-based;medium;low;low;rural;Individuals or households;Implementing
6715040;South Island States;Ecosystem-based;medium;low;low;rural;Individuals or households;Implementing
6715040;Australasia;Ecosystem-based;medium;low;low;rural;Individuals or households;Implementing
6715040;North America;Ecosystem-based;medium;low;low;rural;Individuals or households;Financing of measures
6715040;South Island States;Ecosystem-based;medium;low;low;rural;Individuals or households;Financing of measures
6715040;Australasia;Ecosystem-based;medium;low;low;rural;Individuals or households;Financing of measures
6715040;North America;Technological/infrastructural;medium;low;low;rural;Individuals or households;Implementing
6715040;South Island States;Technological/infrastructural;medium;low;low;rural;Individuals or households;Implementing
6715040;Australasia;Technological/infrastructural;medium;low;low;rural;Individuals or households;Implementing
6715040;North America;Technological/infrastructural;medium;low;low;rural;Individuals or households;Financing of measures
6715040;South Island States;Technological/infrastructural;medium;low;low;rural;Individuals or households;Financing of measures
6715040;Australasia;Technological/infrastructural;medium;low;low;rural;Individuals or households;Financing of measures
6715042;South Island States;Behavioural/cultural;low;medium;low;unclear;Private sector (SME);Implementing
6715042;Australasia;Behavioural/cultural;low;medium;low;unclear;Private sector (SME);Implementing
6715042;South Island States;Behavioural/cultural;low;medium;low;unclear;Civil society (sub-national or local);Awareness raising
6715042;Australasia;Behavioural/cultural;low;medium;low;unclear;Civil society (sub-national or local);Awareness raising
6715044;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Private sector (SME);Financing of measures
6715044;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Private sector (SME);Implementing
6715044;South Island States;Ecosystem-based;medium;low;uncertain;rural;Private sector (SME);Financing of measures
6715044;South Island States;Ecosystem-based;medium;low;uncertain;rural;Private sector (SME);Implementing
6715044;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Government (local);Financing of measures
6715044;South Island States;Ecosystem-based;medium;low;uncertain;rural;Government (local);Financing of measures
6715044;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Individuals or households;Implementing
6715044;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Individuals or households;Financing of measures
6715044;South Island States;Ecosystem-based;medium;low;uncertain;rural;Individuals or households;Implementing
6715044;South Island States;Ecosystem-based;medium;low;uncertain;rural;Individuals or households;Financing of measures
6715045;South Island States;Technological/infrastructural;uncertain;uncertain;uncertain;unclear;International or multinational governance institutions;Financing of measures
6715045;South Island States;Behavioural/cultural;uncertain;uncertain;uncertain;unclear;International or multinational governance institutions;Financing of measures
6715045;South Island States;Institutional;uncertain;uncertain;uncertain;unclear;International or multinational governance institutions;Financing of measures
6715045;South Island States;Ecosystem-based;uncertain;uncertain;uncertain;unclear;International or multinational governance institutions;Financing of measures
6715045;South Island States;Technological/infrastructural;uncertain;uncertain;uncertain;unclear;Government (national);Implementing
6715045;South Island States;Behavioural/cultural;uncertain;uncertain;uncertain;unclear;Government (national);Implementing
6715045;South Island States;Institutional;uncertain;uncertain;uncertain;unclear;Government (national);Implementing
6715045;South Island States;Ecosystem-based;uncertain;uncertain;uncertain;unclear;Government (national);Implementing
6715047;South Island States;Behavioural/cultural;low;low;low;rural;Individuals or households;Implementing
6715049;South Island States;Institutional;low;uncertain;uncertain;rural;Individuals or households;Other
6715049;South Island States;Behavioural/cultural;low;uncertain;uncertain;rural;Individuals or households;Other
6715049;South Island States;Institutional;low;uncertain;uncertain;rural;Civil society (sub-national or local);Implementing
6715049;South Island States;Institutional;low;uncertain;uncertain;rural;Civil society (sub-national or local);Financing of measures
6715049;South Island States;Behavioural/cultural;low;uncertain;uncertain;rural;Civil society (sub-national or local);Implementing
6715049;South Island States;Behavioural/cultural;low;uncertain;uncertain;rural;Civil society (sub-national or local);Financing of measures
6715049;South Island States;Institutional;low;uncertain;uncertain;rural;Government (national);Implementing
6715049;South Island States;Institutional;low;uncertain;uncertain;rural;Government (national);Planning
6715049;South Island States;Institutional;low;uncertain;uncertain;rural;Government (national);Coordinating interaction
6715049;South Island States;Behavioural/cultural;low;uncertain;uncertain;rural;Government (national);Implementing
6715049;South Island States;Behavioural/cultural;low;uncertain;uncertain;rural;Government (national);Planning
6715049;South Island States;Behavioural/cultural;low;uncertain;uncertain;rural;Government (national);Coordinating interaction
6715052;South Island States;Institutional;low;high;uncertain;unclear;International or multinational governance institutions;Planning
6715052;South Island States;Institutional;low;high;uncertain;unclear;Civil society (international/multinational/national);Planning
6715052;South Island States;Institutional;low;high;uncertain;unclear;Civil society (international/multinational/national);Financing of measures
6715052;South Island States;Institutional;low;high;uncertain;unclear;Civil society (international/multinational/national);Coordinating interaction
6715052;South Island States;Institutional;low;high;uncertain;unclear;Civil society (sub-national or local);Planning
6715052;South Island States;Institutional;low;high;uncertain;unclear;Civil society (sub-national or local);Implementing
6715053;South Island States;Ecosystem-based;low;uncertain;low;unclear;Government (national);Awareness raising
6715053;Central and South America;Ecosystem-based;low;uncertain;low;unclear;Government (national);Awareness raising
6715053;South Island States;Ecosystem-based;low;uncertain;low;unclear;Government (national);Assessing
6715053;Central and South America;Ecosystem-based;low;uncertain;low;unclear;Government (national);Assessing
6715053;South Island States;Ecosystem-based;low;uncertain;low;unclear;Government (national);Other
6715053;Central and South America;Ecosystem-based;low;uncertain;low;unclear;Government (national);Other
6715053;South Island States;Institutional;low;uncertain;low;unclear;Government (national);Awareness raising
6715053;Central and South America;Institutional;low;uncertain;low;unclear;Government (national);Awareness raising
6715053;South Island States;Institutional;low;uncertain;low;unclear;Government (national);Assessing
6715053;Central and South America;Institutional;low;uncertain;low;unclear;Government (national);Assessing
6715053;South Island States;Institutional;low;uncertain;low;unclear;Government (national);Other
6715053;Central and South America;Institutional;low;uncertain;low;unclear;Government (national);Other
6715053;South Island States;Behavioural/cultural;low;uncertain;low;unclear;Government (national);Awareness raising
6715053;Central and South America;Behavioural/cultural;low;uncertain;low;unclear;Government (national);Awareness raising
6715053;South Island States;Behavioural/cultural;low;uncertain;low;unclear;Government (national);Assessing
6715053;Central and South America;Behavioural/cultural;low;uncertain;low;unclear;Government (national);Assessing
6715053;South Island States;Behavioural/cultural;low;uncertain;low;unclear;Government (national);Other
6715053;Central and South America;Behavioural/cultural;low;uncertain;low;unclear;Government (national);Other
6715053;South Island States;Technological/infrastructural;low;uncertain;low;unclear;Government (national);Awareness raising
6715053;Central and South America;Technological/infrastructural;low;uncertain;low;unclear;Government (national);Awareness raising
6715053;South Island States;Technological/infrastructural;low;uncertain;low;unclear;Government (national);Assessing
6715053;Central and South America;Technological/infrastructural;low;uncertain;low;unclear;Government (national);Assessing
6715053;South Island States;Technological/infrastructural;low;uncertain;low;unclear;Government (national);Other
6715053;Central and South America;Technological/infrastructural;low;uncertain;low;unclear;Government (national);Other
6715053;South Island States;Ecosystem-based;low;uncertain;low;unclear;International or multinational governance institutions;Financing of measures
6715053;Central and South America;Ecosystem-based;low;uncertain;low;unclear;International or multinational governance institutions;Financing of measures
6715053;South Island States;Institutional;low;uncertain;low;unclear;International or multinational governance institutions;Financing of measures
6715053;Central and South America;Institutional;low;uncertain;low;unclear;International or multinational governance institutions;Financing of measures
6715053;South Island States;Behavioural/cultural;low;uncertain;low;unclear;International or multinational governance institutions;Financing of measures
6715053;Central and South America;Behavioural/cultural;low;uncertain;low;unclear;International or multinational governance institutions;Financing of measures
6715053;South Island States;Technological/infrastructural;low;uncertain;low;unclear;International or multinational governance institutions;Financing of measures
6715053;Central and South America;Technological/infrastructural;low;uncertain;low;unclear;International or multinational governance institutions;Financing of measures
6715054;South Island States;Technological/infrastructural;high;medium;medium;unclear;Government (national);Awareness raising
6715054;South Island States;Technological/infrastructural;high;medium;medium;unclear;Government (national);Financing of measures
6715054;South Island States;Technological/infrastructural;high;medium;medium;unclear;International or multinational governance institutions;Awareness raising
6715054;South Island States;Technological/infrastructural;high;medium;medium;unclear;International or multinational governance institutions;Coordinating interaction
6715054;South Island States;Technological/infrastructural;high;medium;medium;unclear;Individuals or households;Implementing
6715057;South Island States;Behavioural/cultural;low;low;low;rural;Private sector (SME);Implementing
6715057;South Island States;Technological/infrastructural;low;low;low;rural;Private sector (SME);Implementing
6715057;South Island States;Behavioural/cultural;low;low;low;rural;Government (national);Implementing
6715057;South Island States;Technological/infrastructural;low;low;low;rural;Government (national);Implementing
6715057;South Island States;Behavioural/cultural;low;low;low;rural;Individuals or households;Implementing
6715057;South Island States;Technological/infrastructural;low;low;low;rural;Individuals or households;Implementing
6715059;South Island States;Behavioural/cultural;low;medium;low;unclear;Individuals or households;Implementing
6715059;South Island States;Technological/infrastructural;low;medium;low;unclear;Individuals or households;Implementing
6715059;South Island States;Institutional;low;medium;low;unclear;Individuals or households;Implementing
6715059;South Island States;Ecosystem-based;low;medium;low;unclear;Individuals or households;Implementing
6715059;South Island States;Behavioural/cultural;low;medium;low;unclear;Government (national);Planning
6715059;South Island States;Technological/infrastructural;low;medium;low;unclear;Government (national);Planning
6715059;South Island States;Institutional;low;medium;low;unclear;Government (national);Planning
6715059;South Island States;Ecosystem-based;low;medium;low;unclear;Government (national);Planning
6715060;South Island States;Behavioural/cultural;medium;low;uncertain;rural;International or multinational governance institutions;Financing of measures
6715060;South Island States;Behavioural/cultural;medium;low;uncertain;rural;International or multinational governance institutions;Other
6715060;South Island States;Technological/infrastructural;medium;low;uncertain;rural;International or multinational governance institutions;Financing of measures
6715060;South Island States;Technological/infrastructural;medium;low;uncertain;rural;International or multinational governance institutions;Other
6715060;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Government (national);Assessing
6715060;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Government (national);Planning
6715060;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Government (national);Implementing
6715060;South Island States;Technological/infrastructural;medium;low;uncertain;rural;Government (national);Assessing
6715060;South Island States;Technological/infrastructural;medium;low;uncertain;rural;Government (national);Planning
6715060;South Island States;Technological/infrastructural;medium;low;uncertain;rural;Government (national);Implementing
6715060;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Civil society (international/multinational/national);Financing of measures
6715060;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Civil society (international/multinational/national);Other
6715060;South Island States;Technological/infrastructural;medium;low;uncertain;rural;Civil society (international/multinational/national);Financing of measures
6715060;South Island States;Technological/infrastructural;medium;low;uncertain;rural;Civil society (international/multinational/national);Other
6715060;South Island States;Behavioural/cultural;medium;low;uncertain;rural;Individuals or households;Implementing
6715060;South Island States;Technological/infrastructural;medium;low;uncertain;rural;Individuals or households;Implementing
6715064;South Island States;Institutional;high;medium;medium;rural;Individuals or households;Implementing
6715064;Asia;Institutional;high;medium;medium;rural;Individuals or households;Implementing
6715064;South Island States;Ecosystem-based;high;medium;medium;rural;Individuals or households;Implementing
6715064;Asia;Ecosystem-based;high;medium;medium;rural;Individuals or households;Implementing
6715064;South Island States;Behavioural/cultural;high;medium;medium;rural;Individuals or households;Implementing
6715064;Asia;Behavioural/cultural;high;medium;medium;rural;Individuals or households;Implementing
6715064;South Island States;Technological/infrastructural;high;medium;medium;rural;Individuals or households;Implementing
6715064;Asia;Technological/infrastructural;high;medium;medium;rural;Individuals or households;Implementing
6715064;South Island States;Institutional;high;medium;medium;rural;Government (local);Implementing
6715064;Asia;Institutional;high;medium;medium;rural;Government (local);Implementing
6715064;South Island States;Institutional;high;medium;medium;rural;Government (local);Planning
6715064;Asia;Institutional;high;medium;medium;rural;Government (local);Planning
6715064;South Island States;Institutional;high;medium;medium;rural;Government (local);Financing of measures
6715064;Asia;Institutional;high;medium;medium;rural;Government (local);Financing of measures
6715064;South Island States;Ecosystem-based;high;medium;medium;rural;Government (local);Implementing
6715064;Asia;Ecosystem-based;high;medium;medium;rural;Government (local);Implementing
6715064;South Island States;Ecosystem-based;high;medium;medium;rural;Government (local);Planning
6715064;Asia;Ecosystem-based;high;medium;medium;rural;Government (local);Planning
6715064;South Island States;Ecosystem-based;high;medium;medium;rural;Government (local);Financing of measures
6715064;Asia;Ecosystem-based;high;medium;medium;rural;Government (local);Financing of measures
6715064;South Island States;Behavioural/cultural;high;medium;medium;rural;Government (local);Implementing
6715064;Asia;Behavioural/cultural;high;medium;medium;rural;Government (local);Implementing
6715064;South Island States;Behavioural/cultural;high;medium;medium;rural;Government (local);Planning
6715064;Asia;Behavioural/cultural;high;medium;medium;rural;Government (local);Planning
6715064;South Island States;Behavioural/cultural;high;medium;medium;rural;Government (local);Financing of measures
6715064;Asia;Behavioural/cultural;high;medium;medium;rural;Government (local);Financing of measures
6715064;South Island States;Technological/infrastructural;high;medium;medium;rural;Government (local);Implementing
6715064;Asia;Technological/infrastructural;high;medium;medium;rural;Government (local);Implementing
6715064;South Island States;Technological/infrastructural;high;medium;medium;rural;Government (local);Planning
6715064;Asia;Technological/infrastructural;high;medium;medium;rural;Government (local);Planning
6715064;South Island States;Technological/infrastructural;high;medium;medium;rural;Government (local);Financing of measures
6715064;Asia;Technological/infrastructural;high;medium;medium;rural;Government (local);Financing of measures
6715064;South Island States;Institutional;high;medium;medium;rural;Civil society (sub-national or local);Implementing
6715064;Asia;Institutional;high;medium;medium;rural;Civil society (sub-national or local);Implementing
6715064;South Island States;Institutional;high;medium;medium;rural;Civil society (sub-national or local);Financing of measures
6715064;Asia;Institutional;high;medium;medium;rural;Civil society (sub-national or local);Financing of measures
6715064;South Island States;Ecosystem-based;high;medium;medium;rural;Civil society (sub-national or local);Implementing
6715064;Asia;Ecosystem-based;high;medium;medium;rural;Civil society (sub-national or local);Implementing
6715064;South Island States;Ecosystem-based;high;medium;medium;rural;Civil society (sub-national or local);Financing of measures
6715064;Asia;Ecosystem-based;high;medium;medium;rural;Civil society (sub-national or local);Financing of measures
6715064;South Island States;Behavioural/cultural;high;medium;medium;rural;Civil society (sub-national or local);Implementing
